temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m (°)
8.7,0.0,0.0,30.0,0.0,0.0,100.0,4.2,121.0
7.9,0.0,0.0,30.0,0.0,0.0,100.0,4.5,119.0
7.8,0.0,0.0,36.0,1.0,8.0,100.0,5.2,115.0
7.9,0.0,0.0,88.0,6.0,88.0,100.0,7.3,123.0
8.1,0.0,0.0,100.0,27.0,100.0,100.0,5.8,94.0
8.2,0.2,0.2,100.0,93.0,100.0,100.0,4.7,90.0
7.7,0.8,0.8,100.0,100.0,100.0,100.0,4.8,63.0
7.1,1.4,1.4,100.0,100.0,100.0,100.0,6.0,33.0
7.0,1.0,1.0,100.0,100.0,100.0,100.0,9.2,11.0
6.9,1.9,1.9,100.0,100.0,100.0,100.0,10.1,27.0
7.3,1.7,1.7,100.0,99.0,100.0,100.0,10.6,35.0
7.3,1.4,1.4,100.0,90.0,100.0,100.0,9.9,33.0
8.1,1.6,1.6,100.0,100.0,100.0,100.0,9.8,24.0
8.2,1.7,1.7,100.0,100.0,100.0,100.0,9.2,26.0
8.7,2.5,2.5,100.0,100.0,100.0,100.0,9.0,37.0
9.5,3.2,3.2,100.0,100.0,96.0,100.0,8.7,38.0
10.1,3.5,3.5,100.0,100.0,100.0,100.0,9.5,9.0
10.5,1.5,1.5,100.0,100.0,97.0,99.0,18.3,338.0
9.1,0.2,0.2,100.0,100.0,39.0,100.0,22.1,334.0
8.3,0.0,0.0,100.0,100.0,66.0,100.0,19.7,329.0
8.7,0.0,0.0,100.0,99.0,98.0,100.0,17.7,322.0
8.9,0.2,0.2,100.0,46.0,93.0,100.0,15.0,314.0
8.9,0.1,0.1,89.0,4.0,92.0,100.0,13.5,299.0
8.7,0.0,0.0,92.0,5.0,95.0,100.0,15.8,297.0
7.6,0.0,0.0,92.0,4.0,98.0,100.0,14.4,302.0
7.4,0.0,0.0,91.0,3.0,97.0,99.0,15.8,291.0
7.4,0.0,0.0,85.0,0.0,91.0,100.0,15.8,297.0
7.4,0.0,0.0,49.0,0.0,32.0,100.0,15.5,292.0
7.2,0.0,0.0,31.0,0.0,1.0,100.0,14.4,292.0
6.7,0.0,0.0,30.0,0.0,0.0,100.0,14.8,293.0
6.6,0.0,0.0,30.0,0.0,0.0,100.0,14.8,296.0
6.3,0.0,0.0,30.0,0.0,0.0,100.0,16.1,299.0
5.7,0.0,0.0,39.0,10.0,0.0,100.0,17.9,304.0
5.3,0.0,0.0,42.0,13.0,0.0,100.0,18.2,308.0
4.7,0.0,0.0,30.0,0.0,0.0,100.0,17.1,305.0
4.1,0.0,0.0,30.0,0.0,0.0,100.0,16.3,298.0
3.3,0.0,0.0,30.0,0.0,0.0,100.0,12.6,294.0
3.3,0.0,0.0,32.0,2.0,1.0,100.0,15.5,283.0
3.2,0.0,0.0,48.0,26.0,1.0,79.0,17.2,296.0
3.0,0.0,0.0,34.0,4.0,0.0,100.0,19.3,307.0
3.4,0.0,0.0,35.0,6.0,0.0,97.0,19.6,311.0
3.8,0.0,0.0,31.0,28.0,0.0,18.0,20.9,312.0
4.0,0.0,0.0,31.0,18.0,0.0,50.0,21.4,316.0
4.1,0.0,0.0,8.0,0.0,0.0,26.0,19.4,317.0
4.2,0.0,0.0,58.0,18.0,28.0,84.0,20.6,316.0
4.3,0.0,0.0,11.0,1.0,0.0,35.0,20.1,317.0
4.3,0.0,0.0,23.0,0.0,0.0,75.0,18.9,318.0
3.6,0.0,0.0,23.0,0.0,0.0,78.0,16.2,323.0
3.0,0.0,0.0,30.0,0.0,0.0,100.0,13.8,332.0
2.6,0.0,0.0,30.0,0.0,0.0,100.0,13.1,339.0
2.3,0.0,0.0,30.0,0.0,0.0,99.0,13.6,348.0
1.7,0.0,0.0,30.0,0.0,0.0,100.0,13.0,360.0
1.3,0.0,0.0,30.0,0.0,0.0,100.0,12.1,350.0
0.9,0.0,0.0,30.0,0.0,0.0,100.0,12.1,12.0
0.6,0.0,0.0,30.0,0.0,0.0,100.0,9.8,17.0
0.4,0.0,0.0,30.0,0.0,0.0,100.0,10.5,31.0
-0.0,0.0,0.0,30.0,0.0,0.0,100.0,9.9,33.0
-0.4,0.0,0.0,30.0,0.0,0.0,100.0,10.6,35.0
-0.5,0.0,0.0,30.0,0.0,0.0,100.0,9.2,39.0
-0.7,0.0,0.0,30.0,0.0,0.0,100.0,9.4,40.0
-0.7,0.0,0.0,30.0,0.0,0.0,100.0,9.3,36.0
-0.6,0.0,0.0,37.0,0.0,11.0,100.0,8.7,42.0
-0.4,0.0,0.0,30.0,0.0,0.0,100.0,11.8,50.0
-0.4,0.0,0.0,59.0,13.0,29.0,100.0,9.3,54.0
-0.0,0.0,0.0,100.0,55.0,91.0,100.0,11.1,65.0
0.6,0.0,0.0,100.0,85.0,62.0,100.0,14.0,64.0
1.1,0.0,0.0,100.0,87.0,98.0,100.0,16.1,70.0
1.2,0.2,0.0,100.0,99.0,100.0,100.0,15.3,75.0
1.2,0.6,0.1,100.0,94.0,100.0,100.0,17.1,75.0
0.8,0.7,0.1,100.0,96.0,100.0,100.0,17.6,64.0
0.3,1.5,0.3,100.0,93.0,100.0,100.0,16.6,60.0
0.3,2.9,0.5,100.0,84.0,100.0,100.0,16.7,65.0
0.5,3.7,0.6,100.0,99.0,99.0,98.0,19.0,53.0
0.3,3.2,0.7,100.0,100.0,100.0,98.0,18.3,47.0
0.4,2.4,1.0,100.0,100.0,100.0,100.0,21.6,57.0
0.7,2.2,1.7,100.0,100.0,100.0,97.0,25.4,55.0
1.2,1.8,1.7,100.0,99.0,100.0,22.0,26.3,60.0
2.2,1.0,1.0,100.0,100.0,100.0,0.0,26.6,62.0
2.7,0.4,0.4,100.0,100.0,100.0,0.0,29.1,64.0
3.3,0.2,0.2,100.0,100.0,100.0,0.0,30.4,64.0
3.7,0.2,0.2,100.0,100.0,100.0,0.0,30.6,65.0
4.1,0.0,0.0,100.0,100.0,100.0,0.0,29.5,65.0
4.7,0.3,0.3,100.0,100.0,100.0,0.0,28.5,62.0
5.2,0.6,0.6,100.0,100.0,91.0,0.0,28.1,59.0
4.4,0.9,0.9,100.0,100.0,96.0,0.0,24.5,26.0
4.1,2.0,2.0,100.0,100.0,82.0,0.0,31.3,360.0
2.3,1.7,1.5,100.0,99.0,92.0,3.0,29.6,328.0
2.4,0.9,0.4,100.0,96.0,37.0,0.0,29.1,326.0
3.2,0.2,0.1,50.0,30.0,38.0,0.0,20.5,321.0
4.7,0.0,0.0,77.0,26.0,89.0,0.0,16.6,292.0
5.3,0.0,0.0,6.0,7.0,0.0,0.0,18.0,286.0
5.9,0.0,0.0,0.0,0.0,0.0,0.0,18.5,283.0
6.5,0.0,0.0,0.0,0.0,0.0,0.0,18.0,273.0
6.6,0.0,0.0,1.0,1.0,0.0,0.0,16.6,270.0
6.9,0.0,0.0,13.0,14.0,0.0,0.0,16.8,260.0
6.6,0.0,0.0,59.0,65.0,0.0,0.0,17.0,257.0
6.1,0.0,0.0,84.0,93.0,1.0,0.0,17.2,259.0
5.8,0.0,0.0,89.0,96.0,4.0,0.0,17.8,252.0
5.4,0.0,0.0,22.0,24.0,0.0,0.0,18.4,253.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,254.0
4.6,0.0,0.0,0.0,0.0,0.0,0.0,18.3,254.0
4.3,0.0,0.0,0.0,0.0,0.0,0.0,18.9,256.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,258.0
3.9,0.0,0.0,0.0,0.0,0.0,0.0,17.7,257.0
3.6,0.0,0.0,0.0,0.0,0.0,0.0,17.5,256.0
3.6,0.0,0.0,0.0,0.0,0.0,0.0,17.2,254.0
3.9,0.0,0.0,0.0,0.0,0.0,0.0,17.1,255.0
3.9,0.0,0.0,0.0,0.0,0.0,0.0,16.9,258.0
4.2,0.0,0.0,0.0,0.0,0.0,0.0,14.2,254.0
4.3,0.0,0.0,0.0,0.0,0.0,0.0,14.3,252.0
4.3,0.0,0.0,0.0,0.0,0.0,0.0,13.0,256.0
4.7,0.0,0.0,0.0,0.0,0.0,0.0,12.9,252.0
5.8,0.0,0.0,0.0,0.0,0.0,0.0,11.9,256.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,261.0
7.9,0.0,0.0,2.0,2.0,0.0,0.0,13.0,265.0
8.2,0.0,0.0,63.0,70.0,0.0,0.0,17.7,290.0
8.2,0.0,0.0,89.0,99.0,0.0,0.0,16.1,286.0
8.5,0.0,0.0,88.0,98.0,0.0,0.0,14.6,279.0
8.4,0.0,0.0,72.0,80.0,0.0,0.0,13.4,278.0
8.6,0.0,0.0,50.0,56.0,0.0,0.0,10.8,266.0
8.0,0.0,0.0,89.0,99.0,0.0,0.0,12.3,267.0
7.7,0.0,0.0,72.0,80.0,0.0,0.0,11.4,257.0
7.4,0.0,0.0,77.0,86.0,0.0,0.0,10.5,254.0
7.0,0.0,0.0,89.0,99.0,0.0,0.0,10.8,255.0
6.8,0.0,0.0,87.0,97.0,0.0,0.0,11.3,261.0
6.2,0.0,0.0,86.0,96.0,0.0,0.0,10.8,266.0
6.3,0.0,0.0,72.0,74.0,0.0,18.0,10.9,276.0
6.0,0.0,0.0,22.0,0.0,0.0,72.0,9.6,283.0
5.3,0.0,0.0,28.0,0.0,0.0,92.0,8.1,291.0
4.9,0.0,0.0,34.0,0.0,10.0,94.0,8.2,308.0
4.8,0.0,0.0,57.0,0.0,46.0,98.0,8.4,320.0
4.2,0.0,0.0,78.0,0.0,81.0,98.0,7.9,330.0
3.5,0.0,0.0,74.0,0.0,75.0,96.0,5.4,323.0
3.5,0.0,0.0,65.0,0.0,61.0,93.0,5.1,321.0
3.7,0.0,0.0,61.0,0.0,56.0,91.0,5.5,328.0
3.9,0.0,0.0,58.0,0.0,49.0,95.0,4.5,346.0
4.5,0.0,0.0,62.0,0.0,53.0,100.0,3.9,22.0
5.5,0.0,0.0,65.0,1.0,57.0,98.0,3.5,66.0
5.6,0.0,0.0,65.0,8.0,48.0,98.0,2.7,113.0
5.9,0.3,0.3,73.0,23.0,37.0,99.0,3.1,159.0
6.2,0.0,0.0,100.0,54.0,55.0,93.0,4.0,175.0
6.2,0.2,0.2,100.0,57.0,48.0,77.0,4.4,171.0
6.5,0.0,0.0,100.0,90.0,22.0,80.0,5.2,164.0
6.7,0.0,0.0,100.0,91.0,31.0,67.0,4.1,142.0
6.6,0.0,0.0,96.0,81.0,7.0,62.0,3.8,73.0
6.4,0.0,0.0,89.0,85.0,1.0,40.0,6.4,63.0
6.0,0.0,0.0,86.0,78.0,12.0,28.0,6.6,68.0
6.0,0.0,0.0,100.0,60.0,63.0,90.0,6.2,80.0
5.9,0.0,0.0,100.0,32.0,88.0,94.0,5.4,82.0
5.7,0.0,0.0,97.0,18.0,89.0,91.0,6.2,80.0
5.8,0.0,0.0,89.0,9.0,92.0,85.0,4.5,76.0
5.2,0.0,0.0,86.0,7.0,95.0,74.0,5.2,106.0
4.7,0.0,0.0,82.0,7.0,91.0,69.0,7.5,163.0
4.9,0.0,0.0,60.0,5.0,64.0,56.0,7.6,185.0
5.0,0.0,0.0,56.0,2.0,61.0,57.0,8.2,195.0
4.1,0.0,0.0,64.0,2.0,69.0,69.0,7.2,207.0
4.2,0.0,0.0,33.0,8.0,26.0,33.0,7.1,229.0
4.2,0.0,0.0,45.0,12.0,30.0,53.0,5.9,259.0
4.7,0.0,0.0,84.0,15.0,76.0,82.0,5.0,270.0
4.7,0.0,0.0,68.0,10.0,55.0,88.0,4.7,270.0
5.6,0.0,0.0,60.0,15.0,32.0,90.0,2.9,277.0
6.5,0.0,0.0,54.0,11.0,27.0,93.0,3.3,283.0
7.3,0.0,0.0,79.0,17.0,58.0,95.0,4.2,290.0
7.9,0.0,0.0,100.0,43.0,83.0,95.0,4.3,294.0
8.0,0.0,0.0,100.0,53.0,74.0,94.0,3.9,304.0
8.7,0.0,0.0,100.0,84.0,24.0,74.0,3.9,304.0
9.6,0.0,0.0,94.0,91.0,7.0,25.0,2.6,326.0
10.0,0.0,0.0,65.0,69.0,1.0,8.0,2.8,40.0
8.0,0.0,0.0,55.0,44.0,18.0,16.0,5.9,38.0
7.5,0.0,0.0,77.0,25.0,60.0,61.0,6.4,52.0
7.1,0.0,0.0,59.0,10.0,43.0,81.0,7.0,55.0
7.0,0.0,0.0,63.0,10.0,52.0,76.0,6.9,47.0
6.9,0.0,0.0,43.0,7.0,44.0,34.0,7.9,39.0
6.9,0.0,0.0,36.0,5.0,43.0,18.0,8.7,38.0
6.4,0.4,0.4,52.0,9.0,57.0,31.0,9.5,37.0
6.4,0.2,0.2,68.0,9.0,82.0,34.0,9.5,37.0
6.2,0.0,0.0,60.0,5.0,91.0,3.0,9.7,39.0
6.1,0.4,0.4,59.0,14.0,67.0,21.0,9.7,42.0
6.0,0.0,0.0,64.0,25.0,56.0,27.0,8.2,29.0
6.5,0.2,0.2,86.0,57.0,47.0,23.0,8.3,18.0
5.9,0.0,0.0,100.0,62.0,81.0,59.0,9.7,15.0
6.1,0.0,0.0,100.0,83.0,84.0,76.0,9.7,2.0
6.0,0.0,0.0,100.0,99.0,91.0,2.0,9.7,356.0
5.9,0.0,0.0,100.0,98.0,96.0,6.0,9.5,349.0
5.6,0.0,0.0,100.0,99.0,88.0,7.0,8.8,341.0
6.1,0.0,0.0,100.0,86.0,69.0,0.0,8.9,328.0
6.5,0.0,0.0,100.0,95.0,56.0,0.0,10.7,315.0
6.8,0.0,0.0,100.0,97.0,60.0,0.0,14.5,305.0
7.1,0.0,0.0,100.0,88.0,49.0,0.0,15.6,299.0
7.2,0.0,0.0,61.0,59.0,13.0,0.0,16.1,299.0
7.5,0.0,0.0,58.0,64.0,1.0,0.0,14.3,298.0
7.7,0.0,0.0,23.0,25.0,0.0,0.0,13.4,294.0
7.0,0.0,0.0,16.0,14.0,5.0,0.0,11.9,299.0
6.6,0.0,0.0,0.0,0.0,0.0,0.0,9.3,283.0
6.1,0.0,0.0,1.0,1.0,0.0,0.0,11.2,276.0
5.9,0.0,0.0,0.0,0.0,0.0,0.0,11.9,273.0
5.1,0.0,0.0,0.0,0.0,0.0,0.0,12.1,280.0
4.4,0.0,0.0,0.0,0.0,0.0,0.0,12.3,291.0
4.4,0.0,0.0,0.0,0.0,0.0,0.0,11.1,299.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,298.0
3.7,0.0,0.0,0.0,0.0,0.0,0.0,8.0,278.0
3.6,0.0,0.0,0.0,0.0,0.0,0.0,7.3,259.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,251.0
2.1,0.0,0.0,0.0,0.0,0.0,0.0,10.3,245.0
1.6,0.0,0.0,20.0,15.0,11.0,0.0,10.2,231.0
1.5,0.0,0.0,13.0,5.0,14.0,0.0,10.8,233.0
1.5,0.0,0.0,4.0,4.0,0.0,0.0,12.0,231.0
1.9,0.0,0.0,21.0,5.0,27.0,0.0,12.8,232.0
2.8,0.0,0.0,32.0,2.0,47.0,5.0,15.7,233.0
4.5,0.0,0.0,42.0,1.0,69.0,0.0,18.8,241.0
5.3,0.0,0.0,44.0,4.0,68.0,0.0,21.5,249.0
5.9,0.0,0.0,27.0,27.0,4.0,0.0,23.9,259.0
6.6,0.0,0.0,28.0,31.0,0.0,0.0,24.1,260.0
6.9,0.0,0.0,79.0,86.0,3.0,0.0,25.6,268.0
7.1,0.0,0.0,86.0,88.0,12.0,0.0,22.0,270.0
6.7,0.0,0.0,72.0,70.0,15.0,0.0,20.5,273.0
5.4,0.0,0.0,56.0,41.0,32.0,0.0,17.7,264.0
5.3,0.0,0.0,72.0,51.0,44.0,0.0,17.3,275.0
4.9,0.0,0.0,54.0,47.0,17.0,6.0,19.0,299.0
3.8,0.0,0.0,15.0,11.0,1.0,14.0,22.2,320.0
2.4,0.0,0.0,3.0,1.0,0.0,7.0,22.2,324.0
0.2,0.0,0.0,0.0,0.0,0.0,0.0,21.9,324.0
-0.5,0.0,0.0,0.0,0.0,0.0,0.0,21.8,322.0
-1.2,0.0,0.0,2.0,2.0,0.0,0.0,22.5,321.0
-2.1,0.0,0.0,6.0,7.0,0.0,0.0,22.0,322.0
-2.7,0.0,0.0,16.0,18.0,0.0,0.0,21.8,322.0
-2.9,0.0,0.0,24.0,27.0,0.0,0.0,21.4,324.0
-3.9,0.0,0.0,9.0,10.0,0.0,0.0,21.7,324.0
-5.2,0.0,0.0,11.0,12.0,0.0,0.0,18.6,324.0
-5.4,0.0,0.0,0.0,0.0,0.0,0.0,18.7,320.0
-5.5,0.0,0.0,0.0,0.0,0.0,0.0,18.9,320.0
-5.4,0.0,0.0,0.0,0.0,0.0,0.0,18.9,318.0
-5.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,319.0
-3.7,0.0,0.0,3.0,3.0,0.0,0.0,19.4,318.0
-3.2,0.0,0.0,12.0,13.0,0.0,0.0,21.7,318.0
-2.6,0.0,0.0,23.0,26.0,0.0,0.0,23.7,318.0
-2.1,0.0,0.0,33.0,19.0,27.0,0.0,23.4,316.0
-1.9,0.0,0.0,5.0,4.0,2.0,0.0,23.7,319.0
-1.9,0.0,0.0,40.0,9.0,53.0,0.0,24.1,322.0
-2.3,0.0,0.0,44.0,45.0,5.0,0.0,23.3,325.0
-3.3,0.0,0.0,8.0,9.0,0.0,0.0,19.9,328.0
-4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,335.0
-4.5,0.0,0.0,0.0,0.0,0.0,0.0,19.5,337.0
-5.1,0.0,0.0,0.0,0.0,0.0,0.0,18.5,339.0
-5.5,0.0,0.0,0.0,0.0,0.0,0.0,18.3,340.0
-6.3,0.0,0.0,0.0,0.0,0.0,0.0,17.4,342.0
-6.5,0.0,0.0,0.0,0.0,0.0,0.0,16.9,344.0
-6.8,0.0,0.0,0.0,0.0,0.0,0.0,16.1,344.0
-7.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,345.0
-7.1,0.0,0.0,0.0,0.0,0.0,0.0,13.1,344.0
-7.7,0.0,0.0,0.0,0.0,0.0,0.0,11.7,342.0
-8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,340.0
-8.8,0.0,0.0,0.0,0.0,0.0,0.0,10.1,354.0
-8.7,0.0,0.0,0.0,0.0,0.0,0.0,8.6,358.0
-8.5,0.0,0.0,0.0,0.0,0.0,0.0,7.6,355.0
-8.2,0.0,0.0,0.0,0.0,0.0,0.0,6.2,353.0
-7.3,0.0,0.0,0.0,0.0,0.0,0.0,4.7,356.0
-4.8,0.0,0.0,0.0,0.0,0.0,0.0,2.4,27.0
-3.7,0.0,0.0,2.0,0.0,0.0,8.0,2.9,150.0
-2.5,0.0,0.0,9.0,0.0,0.0,30.0,6.8,180.0
-1.8,0.0,0.0,9.0,0.0,0.0,31.0,9.2,191.0
-1.2,0.0,0.0,3.0,0.0,0.0,9.0,10.4,200.0
-0.7,0.0,0.0,0.0,0.0,0.0,0.0,10.8,206.0
-0.3,0.0,0.0,0.0,0.0,0.0,0.0,10.1,207.0
-0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.4,228.0
-0.9,0.0,0.0,1.0,0.0,0.0,4.0,5.3,208.0
-1.3,0.0,0.0,0.0,0.0,0.0,0.0,7.2,217.0
-1.5,0.0,0.0,0.0,0.0,0.0,0.0,7.6,225.0
-1.6,0.0,0.0,0.0,0.0,0.0,0.0,7.7,229.0
-1.9,0.0,0.0,20.0,1.0,0.0,64.0,8.1,225.0
-1.9,0.0,0.0,34.0,4.0,0.0,100.0,8.7,228.0
-2.1,0.0,0.0,46.0,18.0,0.0,100.0,7.8,236.0
-2.0,0.0,0.0,52.0,24.0,0.0,100.0,6.8,245.0
-2.0,0.0,0.0,45.0,17.0,0.0,100.0,6.0,245.0
-1.2,0.0,0.0,43.0,14.0,0.0,100.0,5.4,250.0
-1.1,0.0,0.0,38.0,9.0,0.0,100.0,5.4,270.0
-1.4,0.0,0.0,44.0,15.0,0.0,100.0,4.5,299.0
-1.2,0.0,0.0,41.0,12.0,0.0,100.0,2.8,310.0
-0.9,0.0,0.0,35.0,6.0,0.0,100.0,1.9,22.0
-0.5,0.0,0.0,35.0,8.0,0.0,92.0,3.3,49.0
0.5,0.0,0.0,41.0,30.0,0.0,45.0,3.7,61.0
2.3,0.0,0.0,43.0,36.0,0.0,36.0,5.3,62.0
3.6,0.0,0.0,79.0,58.0,1.0,87.0,7.3,81.0
4.2,0.0,0.0,76.0,51.0,0.0,100.0,11.2,96.0
4.4,0.0,0.0,100.0,100.0,7.0,97.0,8.0,98.0
5.4,0.0,0.0,100.0,100.0,57.0,100.0,8.4,43.0
5.9,0.0,0.0,100.0,100.0,96.0,100.0,12.5,39.0
6.5,0.1,0.1,100.0,88.0,99.0,100.0,13.6,53.0
5.8,0.0,0.0,88.0,55.0,14.0,99.0,14.6,52.0
6.3,0.0,0.0,100.0,69.0,50.0,100.0,14.8,61.0
6.9,0.3,0.3,100.0,99.0,97.0,99.0,15.1,65.0
7.7,1.8,1.8,100.0,83.0,100.0,100.0,14.7,59.0
8.1,4.2,4.2,100.0,82.0,100.0,100.0,16.9,52.0
8.5,5.8,5.8,100.0,100.0,100.0,100.0,13.0,56.0
8.6,5.9,5.9,100.0,100.0,100.0,100.0,18.4,23.0
8.7,4.3,4.3,100.0,100.0,100.0,98.0,23.3,8.0
8.5,3.4,3.4,100.0,100.0,100.0,100.0,23.8,4.0
7.6,3.7,3.7,100.0,100.0,100.0,100.0,23.9,7.0
7.1,2.4,2.4,100.0,100.0,100.0,27.0,24.5,360.0
7.1,0.7,0.7,100.0,100.0,97.0,0.0,23.9,353.0
7.1,0.2,0.2,100.0,92.0,96.0,0.0,11.3,338.0
7.0,0.0,0.0,100.0,95.0,97.0,0.0,12.8,308.0
6.9,0.0,0.0,100.0,100.0,93.0,0.0,12.0,311.0
6.9,0.0,0.0,100.0,96.0,58.0,20.0,10.7,318.0
7.9,0.0,0.0,48.0,37.0,10.0,29.0,8.4,317.0
10.2,0.0,0.0,31.0,22.0,1.0,35.0,7.9,313.0
9.5,0.0,0.0,39.0,25.0,12.0,32.0,8.0,324.0
10.4,0.0,0.0,61.0,17.0,49.0,53.0,8.1,328.0
10.8,0.0,0.0,54.0,60.0,0.0,0.0,10.2,312.0
11.0,0.0,0.0,50.0,56.0,0.0,0.0,9.3,298.0
10.8,0.0,0.0,41.0,46.0,0.0,0.0,6.2,291.0
10.1,0.0,0.0,48.0,53.0,0.0,0.0,8.7,277.0
9.1,0.0,0.0,54.0,60.0,0.0,0.0,6.5,360.0
8.7,0.0,0.0,41.0,46.0,0.0,0.0,5.5,337.0
8.1,0.0,0.0,57.0,59.0,7.0,0.0,5.2,335.0
7.9,0.0,0.0,59.0,60.0,8.0,0.0,5.2,326.0
7.5,0.0,0.0,60.0,63.0,5.0,0.0,3.8,319.0
7.1,0.0,0.0,63.0,69.0,1.0,0.0,4.2,329.0
6.7,0.0,0.0,67.0,67.0,1.0,20.0,4.5,331.0
6.0,0.0,0.0,70.0,49.0,0.0,87.0,5.1,8.0
4.9,0.0,0.0,70.0,46.0,0.0,95.0,4.9,17.0
4.8,0.0,0.0,60.0,35.0,1.0,93.0,3.6,6.0
4.7,0.0,0.0,62.0,35.0,1.0,99.0,4.1,38.0
4.7,0.0,0.0,68.0,27.0,24.0,99.0,6.0,57.0
6.0,0.0,0.0,93.0,34.0,54.0,100.0,8.8,71.0
6.3,0.0,0.0,86.0,21.0,61.0,100.0,9.7,86.0
6.8,0.0,0.0,100.0,69.0,96.0,98.0,9.4,97.0
7.6,0.0,0.0,100.0,78.0,76.0,77.0,8.8,109.0
8.4,0.0,0.0,100.0,91.0,90.0,42.0,11.5,129.0
9.7,0.1,0.1,100.0,69.0,68.0,26.0,14.8,129.0
9.9,0.0,0.0,80.0,22.0,95.0,11.0,18.5,127.0
9.8,0.0,0.0,74.0,28.0,82.0,0.0,19.0,115.0
10.2,0.0,0.0,81.0,22.0,99.0,6.0,19.5,113.0
10.6,1.1,1.1,100.0,27.0,96.0,61.0,19.4,105.0
9.9,2.2,2.2,100.0,83.0,99.0,42.0,18.9,99.0
9.4,3.9,3.9,100.0,100.0,100.0,24.0,22.0,85.0
9.3,4.7,4.7,100.0,100.0,99.0,13.0,15.4,69.0
9.4,4.7,4.7,100.0,100.0,100.0,0.0,19.5,62.0
9.7,3.4,3.4,100.0,100.0,88.0,0.0,22.6,59.0
9.6,1.8,1.8,100.0,100.0,62.0,0.0,20.9,54.0
9.1,1.1,1.1,100.0,100.0,55.0,0.0,16.1,48.0
8.8,0.4,0.4,100.0,100.0,38.0,0.0,12.1,30.0
8.7,0.2,0.2,100.0,100.0,27.0,0.0,9.8,8.0
8.2,0.1,0.1,100.0,100.0,17.0,0.0,8.2,322.0
7.5,0.0,0.0,100.0,100.0,23.0,0.0,14.0,293.0
6.6,0.2,0.2,100.0,100.0,23.0,0.0,19.3,284.0
5.6,0.0,0.0,95.0,100.0,9.0,0.0,20.6,282.0
5.3,0.0,0.0,82.0,90.0,1.0,0.0,19.2,276.0
4.3,0.0,0.0,88.0,98.0,0.0,0.0,14.4,274.0
4.4,0.0,0.0,90.0,89.0,16.0,0.0,15.7,261.0
4.5,0.0,0.0,100.0,93.0,66.0,0.0,17.8,256.0
4.8,0.0,0.0,100.0,90.0,96.0,0.0,20.0,256.0
5.5,0.0,0.0,96.0,57.0,74.0,0.0,19.9,257.0
6.3,0.0,0.0,36.0,39.0,2.0,0.0,26.3,268.0
6.5,0.0,0.0,72.0,79.0,1.0,0.0,26.8,275.0
6.6,0.0,0.0,89.0,99.0,0.0,0.0,27.1,281.0
6.6,0.0,0.0,87.0,97.0,0.0,0.0,25.8,278.0
6.3,0.0,0.0,90.0,100.0,0.0,0.0,24.7,278.0
6.0,0.0,0.0,85.0,94.0,0.0,0.0,21.7,275.0
5.7,0.0,0.0,77.0,85.0,0.0,0.0,19.1,269.0
5.0,0.0,0.0,89.0,99.0,0.0,0.0,15.8,269.0
4.8,0.0,0.0,89.0,99.0,0.0,0.0,16.0,262.0
4.4,0.0,0.0,65.0,72.0,0.0,0.0,16.8,261.0
4.1,0.0,0.0,78.0,84.0,4.0,0.0,17.4,263.0
3.8,0.0,0.0,92.0,97.0,8.0,0.0,17.7,265.0
3.4,0.0,0.0,55.0,57.0,5.0,3.0,17.3,266.0
3.2,0.0,0.0,9.0,0.0,7.0,16.0,17.0,264.0
3.1,0.0,0.0,52.0,34.0,26.0,19.0,17.8,263.0
2.8,0.0,0.0,96.0,79.0,41.0,0.0,18.4,268.0
2.9,0.0,0.0,84.0,52.0,60.0,3.0,18.8,273.0
3.1,0.0,0.0,79.0,41.0,70.0,2.0,19.2,276.0
3.1,0.0,0.0,56.0,5.0,86.0,1.0,20.1,280.0
2.9,0.0,0.0,100.0,65.0,98.0,2.0,18.7,281.0
2.9,0.0,0.0,68.0,1.0,96.0,31.0,20.5,280.0
2.9,0.0,0.0,77.0,0.0,91.0,74.0,21.7,281.0
2.9,0.0,0.0,70.0,0.0,96.0,42.0,21.3,282.0
3.1,0.0,0.0,70.0,0.0,97.0,38.0,22.7,273.0
4.0,0.0,0.0,100.0,76.0,88.0,14.0,32.9,295.0
4.4,0.0,0.0,100.0,94.0,73.0,1.0,31.4,295.0
4.9,0.0,0.0,100.0,96.0,54.0,6.0,30.6,295.0
5.0,0.0,0.0,100.0,87.0,91.0,0.0,29.1,292.0
5.0,0.0,0.0,100.0,83.0,71.0,0.0,26.8,287.0
5.0,0.0,0.0,100.0,89.0,55.0,0.0,25.9,286.0
4.9,0.0,0.0,87.0,55.0,62.0,0.0,25.4,286.0
